Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSMUSG00000021177,Tdp1,ENSG00000042088,TDP1
ENSMUSG00000100134,1700065O20Rik,,
ENSMUSG00000114366,Gm4165,,
ENSMUSG00000045509,Gpr150,,
ENSMUSG00000116825,Rps2-ps7,,
ENSMUSG00000037416,Dmxl1,ENSG00000172869,DMXL1
ENSMUSG00000041378,Cldn5,ENSG00000184113,CLDN5
ENSMUSG00000107171,Gm42572,,
ENSMUSG00000086376,1700071G01Rik,,
ENSMUSG00000022723,Crybg3,ENSG00000080200,CRYBG3
ENSMUSG00000060147,Serpinb6a,ENSG00000124570,SERPINB6
ENSMUSG00000107109,Gm42571,,
ENSMUSG00000090561,Gm17207,,
ENSMUSG00000107087,Gm34411,,
ENSMUSG00000038770,Kpna7,ENSG00000185467,KPNA7
ENSMUSG00000035274,Tpbg,ENSG00000146242,TPBG
ENSMUSG00000092530,Vmn2r-ps64,,
ENSMUSG00000092422,Vmn2r-ps65,,
ENSMUSG00000092621,Vmn2r-ps66,,
ENSMUSG00000108357,Snrp1c-ps1,,
ENSMUSG00000092211,Vmn2r-ps67,,
ENSMUSG00000108382,4930448A20Rik,,
ENSMUSG00000004473,Clec11a,ENSG00000105472,CLEC11A
ENSMUSG00000110946,Gm47604,,
ENSMUSG00000102300,Gm34106,,
ENSMUSG00000111418,Gm18016,,
ENSMUSG00000032415,Ube2cbp,ENSG00000118420,UBE3D
ENSMUSG00000088717,Gm22725,,
ENSMUSG00000077577,Gm24890,,
ENSMUSG00000006529,Itih1,ENSG00000055957,ITIH1
ENSMUSG00000110334,Gm19921,,
ENSMUSG00000083407,Gm13176,,
ENSMUSG00000031520,Vegfc,ENSG00000150630,VEGFC
ENSMUSG00000026994,Galnt3,ENSG00000115339,GALNT3
ENSMUSG00000044150,Bclaf3,ENSG00000173681,BCLAF3
ENSMUSG00000092199,Gm18358,,
ENSMUSG00000108554,Gm44824,,
ENSMUSG00000108649,Gm44855,,
ENSMUSG00000111893,Gm47928,,
ENSMUSG00000113223,Gm48147,,
ENSMUSG00000030513,Pcsk6,ENSG00000140479,PCSK6
ENSMUSG00000112578,Gm33308,,
ENSMUSG00000110403,Gm45553,,
ENSMUSG00002076203,Gm54696,ENSG00000201428,RN7SKP71
ENSMUSG00000054408,Spcs3,,
ENSMUSG00000090946,Ccdc71l,ENSG00000253276,CCDC71L
ENSMUSG00000019822,Smpd2,ENSG00000135587,SMPD2
ENSMUSG00000102912,Gm20731,,
ENSMUSG00000112865,Gm40375,,
ENSMUSG00000091985,Gm17354,,
ENSMUSG00000075576,Gm12359,,
ENSMUSG00000112171,Gm17820,,
ENSMUSG00000028976,Slc2a5,ENSG00000142583,SLC2A5
ENSMUSG00000083731,Gm16202,,
ENSMUSG00000112617,Gm47937,,
ENSMUSG00000112218,Gm18726,,
ENSMUSG00000045404,Kcnk13,ENSG00000152315,KCNK13
ENSMUSG00000032301,Psma4,ENSG00000041357,PSMA4
ENSMUSG00000078676,Casc3,ENSG00000108349,CASC3
ENSMUSG00000060924,Csmd1,ENSG00000183117,CSMD1
ENSMUSG00000040732,Erg,ENSG00000157554,ERG
ENSMUSG00000100197,Gm28638,,
ENSMUSG00000080728,Gm13616,,
ENSMUSG00000082693,Gm15190,,
ENSMUSG00000083906,Gm15186,,
ENSMUSG00000033902,Mapkbp1,ENSG00000137802,MAPKBP1
ENSMUSG00000079432,Gm15023,,
ENSMUSG00002075118,Gm54700,,
ENSMUSG00000113268,4930477G07Rik,,
ENSMUSG00000062064,Slc2a7,ENSG00000197241,SLC2A7
ENSMUSG00000112999,9530050K03Rik,,
ENSMUSG00000100175,1700025M24Rik,,
ENSMUSG00000020572,Nampt,ENSG00000105835,NAMPT
ENSMUSG00000112879,Gm47726,,
ENSMUSG00000106999,Gm42734,,
ENSMUSG00000112294,Gm4129,,
ENSMUSG00000105177,Gm43563,,
ENSMUSG00002076638,Gm55025,,
ENSMUSG00000061707,Gm4871,,
ENSMUSG00000078451,Ppil6,ENSG00000185250,PPIL6
ENSMUSG00000081320,Gm15034,,
ENSMUSG00000082347,Gm15036,,
ENSMUSG00000087369,Gm14696,,
ENSMUSG00000039137,Whrn,ENSG00000095397,WHRN
ENSMUSG00000086948,Gm14697,,
ENSMUSG00000031409,Tceal6,ENSG00000204065,TCEAL5
ENSMUSG00000031409,Tceal6,ENSG00000204071,TCEAL6
ENSMUSG00000031409,Tceal6,ENSG00000196507,TCEAL3
ENSMUSG00000106393,Gm43562,,
ENSMUSG00000105024,Gm43561,,
ENSMUSG00000000776,Polr3d,ENSG00000168495,POLR3D
ENSMUSG00000038020,Rapgefl1,ENSG00000108352,RAPGEFL1
ENSMUSG00000081709,Gm15022,,
ENSMUSG00000049606,Zfp644,ENSG00000122482,ZNF644
ENSMUSG00000082071,Pramex2,,
ENSMUSG00000067360,Pramel3,,
ENSMUSG00000044071,Tafa2,ENSG00000198673,TAFA2
ENSMUSG00000021178,Psmc1,ENSG00000100764,PSMC1
ENSMUSG00000062210,Tnfaip8,ENSG00000145779,TNFAIP8
ENSMUSG00000119221,Gm25936,,
ENSMUSG00000087428,Gm15017,,
ENSMUSG00000095599,Gm6215,,
ENSMUSG00000094004,Gm5128,,
ENSMUSG00000038013,Wipf2,ENSG00000171475,WIPF2
ENSMUSG00000065528,Mir320,,
ENSMUSG00000003469,Phyhip,ENSG00000168490,PHYHIP
ENSMUSG00000084461,Gm22958,,
ENSMUSG00002076923,Gm54686,,
ENSMUSG00000019818,Cd164,ENSG00000135535,CD164
ENSMUSG00000086600,C030005K06Rik,,
ENSMUSG00000022603,Mroh4,,
ENSMUSG00000024507,Hsd17b4,ENSG00000133835,HSD17B4
ENSMUSG00000114615,Gm48370,,
ENSMUSG00000114298,Gm48371,,
ENSMUSG00000112166,Gm47948,,
ENSMUSG00000010067,Rassf1,ENSG00000068028,RASSF1
ENSMUSG00000118957,Gm22006,,
ENSMUSG00000112124,Gm19056,,
ENSMUSG00000095964,Gm6221,,
ENSMUSG00000112916,Gm18622,,
ENSMUSG00000112887,Gm47961,,
ENSMUSG00000022098,Bmp1,ENSG00000168487,BMP1
ENSMUSG00000021179,Nrde2,ENSG00000119720,NRDE2
ENSMUSG00000108793,Gm45213,,
ENSMUSG00000036198,Arhgap36,ENSG00000147256,ARHGAP36
ENSMUSG00000095664,Vmn2r67,,
ENSMUSG00002075277,Gm55093,,
ENSMUSG00000017286,Glod4,ENSG00000167699,GLOD4
ENSMUSG00000031519,Asb5,ENSG00000164122,ASB5
ENSMUSG00000112036,Gm47801,,
ENSMUSG00000111945,Gm19169,,
ENSMUSG00000112603,Gm18510,,
ENSMUSG00000112250,Gm47837,,
ENSMUSG00002075256,Gm55029,ENSG00000252704,RN7SKP277
ENSMUSG00000112364,4930503E24Rik,,
ENSMUSG00000092259,Vmn2r-ps68,,
ENSMUSG00000112130,Gm47839,,
ENSMUSG00000096861,Vmn2r68,,
ENSMUSG00000112542,Gm47840,,
ENSMUSG00000112283,Gm36719,,
ENSMUSG00000033671,Cep350,ENSG00000135837,CEP350
ENSMUSG00000104706,Gm43421,,
ENSMUSG00000020102,Slc16a7,ENSG00000118596,SLC16A7
ENSMUSG00002076219,Gm55054,,
ENSMUSG00000106301,Gm8365,,
ENSMUSG00000029620,1700018F24Rik,,
ENSMUSG00000092562,Gm20414,,
ENSMUSG00000092313,Gm20415,,
ENSMUSG00000090773,Vmn2r-ps69,,
ENSMUSG00000006024,Napa,ENSG00000105402,NAPA
ENSMUSG00000113335,Gm48296,,
ENSMUSG00000072884,Gm10433,,
ENSMUSG00000118480,Gm50458,,
ENSMUSG00000029621,Arpc1a,ENSG00000241685,ARPC1A
ENSMUSG00000021718,Nt5el,,
ENSMUSG00000020570,Sypl,ENSG00000008282,SYPL1
ENSMUSG00000089708,5330439A09Rik,,
ENSMUSG00000093142,Mir3106,,
ENSMUSG00000085150,Gm16346,,
ENSMUSG00000098632,Mir7665,,
ENSMUSG00000087458,Gm13999,,
ENSMUSG00000087363,Gm16347,,
ENSMUSG00000015647,Lama5,ENSG00000130702,LAMA5
ENSMUSG00000031518,Spata4,ENSG00000150628,SPATA4
ENSMUSG00000109616,Gm45393,,
ENSMUSG00000021720,Rnf180,ENSG00000164197,RNF180
ENSMUSG00000110132,Gm45394,,
ENSMUSG00000087892,Gm25278,,
ENSMUSG00000109625,3110080E11Rik,,
ENSMUSG00000088320,Gm25665,,
ENSMUSG00000110056,1700014L14Rik,,
ENSMUSG00000077675,Gm24469,,
ENSMUSG00000033703,Fcsk,ENSG00000157353,FCSK
ENSMUSG00000096508,Gm7903,,
ENSMUSG00000085939,Cd63-ps,,
ENSMUSG00000091006,Vmn2r69,,
ENSMUSG00000117714,Gm50439,,
ENSMUSG00000098058,Gm8529,,
ENSMUSG00000022602,Arc,ENSG00000198576,ARC
ENSMUSG00000118595,Gm52973,,
ENSMUSG00000103717,Gm38038,,
ENSMUSG00000035420,Fam170a,ENSG00000164334,FAM170A
ENSMUSG00000086090,Gm12531,,
ENSMUSG00000103771,Gm36934,,
ENSMUSG00000102837,Gm37383,,
ENSMUSG00000089136,Gm24922,,
ENSMUSG00000077419,Gm23744,ENSG00000222582,RNU2-66P
ENSMUSG00000102833,Gm9694,,
ENSMUSG00000041992,Rapgef5,ENSG00000136237,RAPGEF5
ENSMUSG00000060579,Fhit,ENSG00000189283,FHIT
ENSMUSG00000035594,Chrna5,ENSG00000169684,CHRNA5
ENSMUSG00000015697,Setdb1,ENSG00000143379,SETDB1
ENSMUSG00000046380,Jrk,ENSG00000234616,JRK
ENSMUSG00000026489,Coq8a,ENSG00000163050,COQ8A
ENSMUSG00000119763,Gm24416,,
ENSMUSG00000030512,Snrpa1,ENSG00000131876,SNRPA1
ENSMUSG00000083455,Gm15037,,
ENSMUSG00000082192,Gm14719,,
ENSMUSG00000094371,Gm7905,,
ENSMUSG00000044276,4933427E11Rik,,
ENSMUSG00000075225,Ccdc162,,
ENSMUSG00000071764,Olfr1320,,
ENSMUSG00000022598,Psca,ENSG00000167653,PSCA
ENSMUSG00000048875,Pudp,ENSG00000130021,PUDP
ENSMUSG00000067971,Olfr1321,,
ENSMUSG00000118088,Gm3815,,
ENSMUSG00000073565,Prr16,ENSG00000184838,PRR16
ENSMUSG00000054994,AV320801,,
ENSMUSG00000101983,Gm28976,,
ENSMUSG00000056665,Them6,ENSG00000130193,THEM6
ENSMUSG00000030124,Lag3,ENSG00000089692,LAG3
ENSMUSG00000077578,Gm25631,,
ENSMUSG00000119809,Gm25739,,
ENSMUSG00000021721,Htr1a,ENSG00000178394,HTR1A
ENSMUSG00000077317,Gm25785,,
ENSMUSG00000069379,Gm4950,,
ENSMUSG00000054252,Fgfr3,ENSG00000068078,FGFR3
ENSMUSG00000022596,Slurp1,ENSG00000126233,SLURP1
ENSMUSG00000114518,Gm48208,,
ENSMUSG00000118334,Gm50446,,
ENSMUSG00000114671,Gm48211,,
ENSMUSG00000118351,Gm50447,,
ENSMUSG00000114564,Gm10739,,
ENSMUSG00000118046,Gm50448,,
ENSMUSG00000119171,Gm22259,,
ENSMUSG00000114840,Gm48212,,
ENSMUSG00000024510,Ftmt,ENSG00000181867,FTMT
ENSMUSG00000119569,Gm22233,,
ENSMUSG00000086685,Gm15015,,
ENSMUSG00000114899,Gm48214,,
ENSMUSG00000108515,Olfr717-ps1,,
ENSMUSG00000024528,Srfbp1,ENSG00000151304,SRFBP1
ENSMUSG00000114217,Gm7054,,
ENSMUSG00000022595,Lypd2,ENSG00000197353,LYPD2
ENSMUSG00000096119,Gm6228,,
ENSMUSG00000114367,Gm48216,,
ENSMUSG00000010054,Tusc2,ENSG00000114383,TUSC2
ENSMUSG00000030122,Ptms,ENSG00000159335,PTMS
ENSMUSG00000046949,Nqo2,ENSG00000124588,NQO2
ENSMUSG00000039521,Foxp3,ENSG00000049768,FOXP3
ENSMUSG00000114796,A930028N01Rik,,
ENSMUSG00000075605,Slurp2,ENSG00000180155,LYNX1
ENSMUSG00000010047,Hyal2,ENSG00000068001,HYAL2
ENSMUSG00000024969,Mark2,ENSG00000072518,MARK2
ENSMUSG00000089795,Hmgb3-ps,,
ENSMUSG00000055818,A230083G16Rik,,
ENSMUSG00000089686,Mnd1-ps,,
ENSMUSG00000022255,Mtdh,ENSG00000147649,MTDH
ENSMUSG00000095526,Gm10243,,
ENSMUSG00000022097,Sftpc,ENSG00000168484,SFTPC
ENSMUSG00000044211,Gm7887,,
ENSMUSG00000098000,Gm27026,,
ENSMUSG00000097716,1700026J14Rik,,
ENSMUSG00000024529,Lox,ENSG00000113083,LOX
ENSMUSG00000015112,Slc25a13,ENSG00000004864,SLC25A13
ENSMUSG00000108777,Gm45081,,
ENSMUSG00000063065,Mapk3,ENSG00000102882,MAPK3
ENSMUSG00000114691,Gm48438,,
ENSMUSG00000114467,Gm48430,,
ENSMUSG00000114391,Gm48439,,
ENSMUSG00000114749,Gm48442,,
ENSMUSG00000089935,Gm16343,,
ENSMUSG00000065328,Gm22053,,
ENSMUSG00000089833,Fhitos,,
ENSMUSG00000032303,Chrna3,ENSG00000080644,CHRNA3
ENSMUSG00000114305,Gm48437,,
ENSMUSG00000089785,Slc25a5-ps,,
ENSMUSG00000033595,Lgi3,ENSG00000168481,LGI3
ENSMUSG00000080701,Gm12340,,
ENSMUSG00000098789,Jmjd7,ENSG00000243789,JMJD7
ENSMUSG00000020458,Rtn4,ENSG00000115310,RTN4
ENSMUSG00000109803,Gm45604,,
ENSMUSG00000059877,Dph3b-ps,,
ENSMUSG00000114422,Gm30411,,
ENSMUSG00000090708,Gm17196,,
ENSMUSG00000111943,Gm47862,,
ENSMUSG00000021592,Arsk,ENSG00000164291,ARSK
ENSMUSG00000112100,Gm9102,,
ENSMUSG00000091370,5730435O14Rik,,
ENSMUSG00000098735,Mir7005,,
ENSMUSG00000093298,Mir3473b,,
ENSMUSG00000026662,Sephs1,ENSG00000086475,SEPHS1
ENSMUSG00000031749,St3gal2,ENSG00000157350,ST3GAL2
ENSMUSG00000111376,Gm47099,,
ENSMUSG00000020105,Lrig3,ENSG00000139263,LRIG3
ENSMUSG00000033589,Reep4,ENSG00000168476,REEP4
ENSMUSG00000118365,Gm41724,,
ENSMUSG00000046886,Zfp474,ENSG00000164185,ZNF474
ENSMUSG00000000028,Cdc45,ENSG00000093009,CDC45
ENSMUSG00000035200,Chrnb4,ENSG00000117971,CHRNB4
ENSMUSG00000024532,1700034E13Rik,ENSG00000250803,
ENSMUSG00000006021,Kptn,ENSG00000118162,KPTN
ENSMUSG00000111050,Gm47877,,
ENSMUSG00000111750,Gm47886,,
ENSMUSG00000111157,Gm47887,,
ENSMUSG00000053624,Gykl1,,
ENSMUSG00000110793,Gm7395,,
ENSMUSG00000010051,Hyal1,ENSG00000114378,HYAL1
ENSMUSG00000065100,Gm26132,ENSG00000206597,SNORA57
ENSMUSG00000118587,Gm53030,,
ENSMUSG00000024534,Sncaip,ENSG00000064692,SNCAIP
ENSMUSG00000015023,Ddx19a,ENSG00000168872,DDX19A
ENSMUSG00000021918,Nek4,ENSG00000114904,NEK4
ENSMUSG00002074980,Gm54711,,
ENSMUSG00000113575,A930023M06Rik,,
ENSMUSG00002075715,Gm55037,,
ENSMUSG00000003283,Hck,ENSG00000101336,HCK
ENSMUSG00000113840,Gm18955,,
ENSMUSG00000035860,Cdhr3,ENSG00000128536,CDHR3
ENSMUSG00000019961,Tmpo,ENSG00000120802,TMPO
ENSMUSG00000079334,Naa80,ENSG00000243477,NAA80
ENSMUSG00000091205,Vmn2r71,,
ENSMUSG00000034656,Cacna1a,ENSG00000141837,CACNA1A
ENSMUSG00000030703,Gdpd3,ENSG00000102886,GDPD3
ENSMUSG00000064854,Gm24527,,
ENSMUSG00000101308,Gm28989,,
ENSMUSG00000039347,Atp6v0e2,ENSG00000171130,ATP6V0E2
ENSMUSG00000025871,4833439L19Rik,ENSG00000122203,KIAA1191
ENSMUSG00002076286,Gm54712,,
ENSMUSG00000021175,Cdca7l,ENSG00000164649,CDCA7L
ENSMUSG00000036091,Hyal3,ENSG00000186792,HYAL3
ENSMUSG00000073096,Lrrc61,ENSG00000127399,LRRC61
ENSMUSG00000032307,Ube2q2,ENSG00000140367,UBE2Q2
ENSMUSG00000104520,Gm37336,,
ENSMUSG00000118619,Gm53041,,
ENSMUSG00000056737,Capg,ENSG00000042493,CAPG
ENSMUSG00000025938,Slco5a1,ENSG00000137571,SLCO5A1
ENSMUSG00000037032,Apbb1,ENSG00000166313,APBB1
ENSMUSG00000093544,Gm20613,,
ENSMUSG00000001175,Calm1,ENSG00000198668,CALM1
ENSMUSG00000022722,Arl6,ENSG00000113966,ARL6
ENSMUSG00000115276,9930017N22Rik,,
ENSMUSG00000105860,Gm42578,,
ENSMUSG00000103900,Gm37500,,
ENSMUSG00000022594,Lynx1,ENSG00000180155,LYNX1
ENSMUSG00000105734,4930558C23Rik,ENSG00000283324,CTXND2
ENSMUSG00000096177,Gm5070,,
ENSMUSG00000104646,Gm9173,,
ENSMUSG00000027719,Adad1,ENSG00000164113,ADAD1
ENSMUSG00002075329,Gm54692,ENSG00000202434,
ENSMUSG00002075329,Gm54692,ENSG00000201133,
ENSMUSG00000034634,Ly6d,ENSG00000167656,LY6D
ENSMUSG00000026159,Agfg1,ENSG00000173744,AGFG1
ENSMUSG00000101026,Ly6g6g,,
ENSMUSG00000091709,Gm17189,,
ENSMUSG00000022257,Laptm4b,ENSG00000104341,LAPTM4B
ENSMUSG00000032125,Robo4,ENSG00000154133,ROBO4
ENSMUSG00000025870,Arl10,ENSG00000175414,ARL10
ENSMUSG00002075309,Gm55408,ENSG00000202081,RNU6-1280P
ENSMUSG00002075309,Gm55408,ENSG00000212410,RNU6-932P
ENSMUSG00002075309,Gm55408,ENSG00000238482,RNU6-1208P
ENSMUSG00002075309,Gm55408,ENSG00000199306,RNU6-858P
ENSMUSG00002075309,Gm55408,ENSG00000200701,RNU6-674P
ENSMUSG00000039001,Rps21,ENSG00000171858,RPS21
ENSMUSG00000044678,Ly6k,ENSG00000160886,LY6K
ENSMUSG00000080454,Gm24195,,
ENSMUSG00000025869,Nop16,ENSG00000048162,NOP16
ENSMUSG00000081705,Gm12582,,
ENSMUSG00000082878,Gm12583,,
ENSMUSG00000083857,Gm12584,,
ENSMUSG00000027720,Il2,ENSG00000109471,IL2
ENSMUSG00000113362,Gm40557,,
ENSMUSG00000115808,Gm18949,,
ENSMUSG00002076372,Gm54694,,
ENSMUSG00000084979,Gm16267,,
ENSMUSG00000092827,Mir3091,,
ENSMUSG00000068349,Gml,ENSG00000104499,GML
ENSMUSG00000026664,Phyh,ENSG00000107537,PHYH
ENSMUSG00000113679,Gm10432,,
ENSMUSG00000084754,Gm12532,,
ENSMUSG00000116894,4930547E14Rik,,
ENSMUSG00000025868,Higd2a,ENSG00000146066,HIGD2A
ENSMUSG00000025868,Higd2a,ENSG00000175202,HIGD2B
ENSMUSG00000068600,Gml2,ENSG00000104499,GML
ENSMUSG00000022895,Ets2,ENSG00000157557,ETS2
ENSMUSG00000021408,Ripk1,ENSG00000137275,RIPK1
ENSMUSG00000021068,Nin,ENSG00000100503,NIN
ENSMUSG00000028086,Fbxw7,ENSG00000109670,FBXW7
ENSMUSG00000118407,Gm50457,,
ENSMUSG00000118195,Gm8572,,
ENSMUSG00000034484,Snx2,ENSG00000205302,SNX2
ENSMUSG00000039105,Atp6v1g1,ENSG00000136888,ATP6V1G1
ENSMUSG00000086670,Gm13194,,
ENSMUSG00000082795,Gm13193,,
ENSMUSG00000069188,Gm13192,,
ENSMUSG00000022096,Hr,ENSG00000168453,HR
ENSMUSG00000075604,Cyp11b1,,
ENSMUSG00000028972,Car6,ENSG00000131686,CA6
ENSMUSG00000026833,Olfm1,ENSG00000130558,OLFM1
ENSMUSG00000030120,Mlf2,ENSG00000089693,MLF2
ENSMUSG00000112632,Gm4510,,
ENSMUSG00000112387,1700021G15Rik,,
ENSMUSG00000022589,Cyp11b2,,
ENSMUSG00000111544,4930534H03Rik,,
ENSMUSG00000110870,Gm47081,,
ENSMUSG00000112482,1700025K04Rik,,
ENSMUSG00000110847,Gm18705,,
ENSMUSG00000112435,Gm47965,,
ENSMUSG00000111525,Gm47082,,
ENSMUSG00000112208,Gm40797,,
ENSMUSG00000118240,Gm1859,,
ENSMUSG00000082140,Gm13094,,
ENSMUSG00000111591,Gm47083,,
ENSMUSG00000024535,Snx24,ENSG00000064652,SNX24
ENSMUSG00000098756,Mir378d,,
ENSMUSG00000111051,Gm47084,,
ENSMUSG00000111961,Gm47966,,
ENSMUSG00000034557,Zfyve9,ENSG00000157077,ZFYVE9
ENSMUSG00000111782,Gm47091,,
ENSMUSG00000112832,4930484H19Rik,,
ENSMUSG00000112492,Gm9111,,
ENSMUSG00000111657,Gm31592,,
ENSMUSG00000089550,Gm24179,,
ENSMUSG00000025436,Atp23,ENSG00000166896,ATP23
ENSMUSG00000063522,Ly6m,,
ENSMUSG00000031143,Ccdc22,ENSG00000101997,CCDC22
ENSMUSG00000024538,Ppic,ENSG00000168938,PPIC
ENSMUSG00000117167,Gm6599,,
ENSMUSG00000022324,Matn2,ENSG00000132561,MATN2
ENSMUSG00000055540,Epha6,ENSG00000080224,EPHA6
ENSMUSG00000090628,Gm17083,,
ENSMUSG00000091462,Gm17084,,
ENSMUSG00000038286,Bphl,ENSG00000137274,BPHL
ENSMUSG00000112423,Gm6333,,
ENSMUSG00000005417,Mprip,ENSG00000133030,MPRIP
ENSMUSG00000112035,Gm30539,,
ENSMUSG00000069378,Prdm6,ENSG00000061455,PRDM6
ENSMUSG00000112761,Gm47972,,
ENSMUSG00000107578,Gm32536,,
ENSMUSG00000078429,Ctdsp2,ENSG00000175215,CTDSP2
ENSMUSG00000009281,Rarres2,ENSG00000106538,RARRES2
ENSMUSG00000033852,Gm28042,,
ENSMUSG00000117232,1600002D24Rik,,
ENSMUSG00000047547,Cltb,ENSG00000175416,CLTB
ENSMUSG00000045211,Nudt18,ENSG00000275074,NUDT18
ENSMUSG00000005262,Ufd1,ENSG00000070010,UFD1
ENSMUSG00000065430,Mir26a-2,ENSG00000207789,MIR26A2
ENSMUSG00000031410,Nxf7,ENSG00000269405,NXF2
ENSMUSG00000031410,Nxf7,ENSG00000269437,NXF2B
ENSMUSG00000072837,Mir546,,
ENSMUSG00002075017,Gm55043,,
ENSMUSG00000065524,Mir135a-2,ENSG00000207586,MIR135A2
ENSMUSG00000021917,Spcs1,ENSG00000114902,SPCS1
ENSMUSG00002076545,Gm55044,,
ENSMUSG00000027718,Il21,ENSG00000138684,IL21
ENSMUSG00002075375,Gm55045,,
ENSMUSG00002075948,Gm55046,,
ENSMUSG00002075598,Gm55048,,
ENSMUSG00002076875,Gm55049,,
ENSMUSG00002076982,Gm55050,,
ENSMUSG00002075145,Gm55051,,
ENSMUSG00000093227,Mir1251,ENSG00000221479,MIR1251
ENSMUSG00000098040,Gm20757,,
ENSMUSG00000094958,3110021N24Rik,,
ENSMUSG00000111104,Gm8512,,
ENSMUSG00000111776,Gm47124,,
ENSMUSG00000082374,Gm12741,,
ENSMUSG00000110794,4930401A07Rik,,
ENSMUSG00000045917,Tmem268,ENSG00000157693,TMEM268
ENSMUSG00000111604,Gm18043,,
ENSMUSG00000088407,Gm25884,,
ENSMUSG00000086517,Gm12534,,
ENSMUSG00000111759,Gm4800,,
ENSMUSG00000111121,Gm3523,,
ENSMUSG00000104998,Gm43822,,
ENSMUSG00000038990,Cables2,ENSG00000149679,CABLES2
ENSMUSG00002075204,Gm54773,,
ENSMUSG00002076919,Gm55053,,
ENSMUSG00000102919,Gm37726,,
ENSMUSG00000111470,Gm31822,,
ENSMUSG00000040086,Tnni3k,ENSG00000116783,TNNI3K
ENSMUSG00000029754,Dlx6,ENSG00000006377,DLX6
ENSMUSG00000019813,Cep57l1,ENSG00000183137,CEP57L1
ENSMUSG00000053477,Tcf4,ENSG00000196628,TCF4
ENSMUSG00000022095,Fhip2b,ENSG00000158863,FHIP2B
ENSMUSG00000058672,Tubb2a,ENSG00000137267,TUBB2A
ENSMUSG00000052730,Gm5111,,
ENSMUSG00000113591,4930447K03Rik,,
ENSMUSG00000114067,Gm47065,,
ENSMUSG00000107588,Gm45021,,
ENSMUSG00000083943,Gm11483,,
ENSMUSG00000113645,Gm47076,,
ENSMUSG00000119757,Gm24448,ENSG00000206833,RNU6-20P
ENSMUSG00000084782,Gm11213,,
ENSMUSG00000035829,Ppp1r26,ENSG00000196422,PPP1R26
ENSMUSG00000033991,Ttc37,ENSG00000198677,TTC37
ENSMUSG00000043541,Casc1,ENSG00000118307,DNAI7
ENSMUSG00000058935,Tex48,ENSG00000230601,TEX48
ENSMUSG00000077504,Gm24234,,
ENSMUSG00000104172,Gm37259,,
ENSMUSG00000063524,Eno1,ENSG00000074800,ENO1
ENSMUSG00002075313,Gm54724,,
ENSMUSG00000087636,Gm4660,,
ENSMUSG00000085329,2810404F17Rik,,
ENSMUSG00000038980,Rbbp8nl,ENSG00000130701,RBBP8NL
ENSMUSG00000089685,Gm9017,,
ENSMUSG00000085903,Gm15340,,
ENSMUSG00000097963,Gm27001,,
ENSMUSG00000116853,Gm49609,,
ENSMUSG00002075526,Gm54725,,
ENSMUSG00000090882,Gm17065,,
ENSMUSG00000071632,2510002D24Rik,ENSG00000242259,C22orf39
ENSMUSG00000026831,Pierce1,ENSG00000160345,PIERCE1
ENSMUSG00000089001,Gm23852,,
ENSMUSG00000091459,Gm17054,,
ENSMUSG00000116956,Gm49610,,
ENSMUSG00000021843,Ktn1,ENSG00000126777,KTN1
ENSMUSG00002076181,Gm54726,,
ENSMUSG00000092029,Gm9027,,
ENSMUSG00000015627,Gata5,ENSG00000130700,GATA5
ENSMUSG00000090448,Gm17192,,
ENSMUSG00000116619,Gm49615,,
ENSMUSG00000118558,Gm52985,,
ENSMUSG00000099908,Gm28539,,
ENSMUSG00000026668,Ucma,ENSG00000165623,UCMA
ENSMUSG00000010048,Ifrd2,ENSG00000214706,IFRD2
ENSMUSG00000022913,Psmg1,ENSG00000183527,PSMG1
ENSMUSG00000086817,Gm11482,,
ENSMUSG00000028568,Btf3l4,,
ENSMUSG00000070173,Gm24164,,
ENSMUSG00000116962,Gm19000,,
ENSMUSG00000085783,Gm9816,,
ENSMUSG00000104290,Gm38041,,
ENSMUSG00000022706,Mrpl40,ENSG00000185608,MRPL40
ENSMUSG00000102703,Gm38313,,
ENSMUSG00000099995,1700036G14Rik,,
ENSMUSG00000114664,Gm48639,,
ENSMUSG00000118443,Gm18589,,
ENSMUSG00000045136,Tubb2b,ENSG00000137285,TUBB2B
ENSMUSG00000031411,Pramex1,,
ENSMUSG00000056061,Gata5os,,
ENSMUSG00000102238,Gm37890,,
ENSMUSG00000105012,Gm42813,,
ENSMUSG00000084843,B230312C02Rik,,
ENSMUSG00000110441,Gm45790,,
ENSMUSG00000080424,Mir466k,,
ENSMUSG00000106422,Gm42812,,
ENSMUSG00000094447,9430069I07Rik,,
ENSMUSG00000085527,Gm15535,,
ENSMUSG00000070144,Mir1a-1,ENSG00000199017,MIR1-1
ENSMUSG00000065460,Mir133a-2,ENSG00000284508,MIR133A2
ENSMUSG00000082602,Gm15021,,
ENSMUSG00000035772,Mrps2,ENSG00000122140,MRPS2
ENSMUSG00000050312,Nsun3,ENSG00000178694,NSUN3
ENSMUSG00000031111,Igsf1,ENSG00000147255,IGSF1
ENSMUSG00000053870,Fpgt,ENSG00000254685,FPGT
ENSMUSG00000113883,Gm36500,,
ENSMUSG00000109228,Fam81b,ENSG00000153347,FAM81B
ENSMUSG00000022629,Kif21a,ENSG00000139116,KIF21A
ENSMUSG00000028567,Txndc12,ENSG00000117862,TXNDC12
